Index,Tag,Atag,Btag,pIC50_MMP12,smiles,A_SortMax,B_SortMax,Final QC Purity,Generation-No,AB-MPS Score,ALogP,Acid pKa 1,Acid pKa 2,Acid pKa 3,Asphericity (3D),Basic pKa 1,Basic pKa 2,Basic pKa 3,Cumulative Charge (7.4),Eccentricity (3D),Formal Charge,Fraction Aromatic,Fraction Csp3,Fraction NO Atoms,Fraction PSA,Fraction Planar,Fractional PolarSASA,Fractional PolarSurfaceArea,Hydrophilic Volume,Hydrophobic Volume,Hydrophobic surface,InertialShapeFactor (3D),Ionization Category (7.4),Ionized Formal Charge,Ionized Number of Negative Atoms,Ionized Number of Positive Atoms,Ionized SMILES,KOWlogP,MPO Score,MPO.PET Score,MPO.v2 Score,Molecular Weight,NPR1 (3D),NPR2 (3D),Neutral SMILES,Number of Acceptor Lone Pairs,Number of Aromatic Atoms,Number of AromaticBonds,Number of AromaticRings,Number of Bonds,Number of C Atoms,Number of Csp3 Atoms,Number of Donor Hydrogens,Number of HAcceptors,Number of HDonors,Number of Heavy Atoms,Number of Heteroatoms,Number of NO Atoms,Number of NonAromaticRings,Number of Planar Ring Atoms,Number of Ring Assemblies,Number of Rings,Number of RotatableBonds,Number of Stereocenters,Ovality,PAMPA Category,PAMPA Comments,PAMPA Predicted value,PBF (3D),PHOSPHOLIPIDOSIS Amphiphilic vector,PHOSPHOLIPIDOSIS Predicted InVitro,PHOSPHOLIPIDOSIS Predicted InVivo,PSA,PolarSASA,PolarSASA (3D),PolarSurfaceArea,Quantitative Estimate of Drug-Likeness (QED),Radius of Gyration,RadiusOfGyration (3D),Rotational Volume,SASA,SASA (3D),SpherocityIndex (3D),SurfaceArea,Total Charge (7.4),Total Surface,Total Volume,Volume (3D),"mlCYP1A2 (HLM,3c)","mlCYP1A2 (HLM,3c) Gdns","mlCYP2C19 (HLM,3c)","mlCYP2C19 (HLM,3c) Gdns","mlCYP2C9 (HLM,3c)","mlCYP2C9 (HLM,3c) Gdns","mlCYP2D6 (HLM,3c)","mlCYP2D6 (HLM,3c) Gdns","mlCYP3A4 (HLM,3c)","mlCYP3A4 (HLM,3c) Gdns","mlClearance (HEP,h3c)","mlClearance (HEP,h3c) Gdns","mlClearance (HEP,m3c)","mlClearance (HEP,m3c) Gdns","mlClearance (MIC,h3c)","mlClearance (MIC,h3c) Gdns","mlClearance (MIC,m3c)","mlClearance (MIC,m3c) Gdns",mlCytotox (HEK293),mlCytotox (HEK293) Uncert,mlGSH (2c),mlGSH (2c) Gdns,mlHERG (2c),mlHERG (2c) Gdns,mlHERG (3c),mlHERG (3c) Gdns,mlLogD,mlLogD Gdns,mlMNT (2c),mlMNT (2c) Gdns,mlPAMPA (2c),mlPAMPA (2c) Gdns,"mlPGP (APER,mouse)","mlPGP (APER,mouse) Gdns",mlPGP (Papp AB),mlPGP (Papp AB) Gdns,mlPGP (h2c),mlPGP (h2c) Gdns,mlPGP (h4c),mlPGP (h4c) Gdns,mlPGP (m2c),mlPGP (m2c) Gdns,mlPGP (m4c),mlPGP (m4c) Gdns,mlPL (2c),mlPL (2c) Gdns,mlPPB (h3c),mlPPB (h3c) Gdns,mlPPB (human),mlPPB (human) Gdns,mlPPB (m3c),mlPPB (m3c) Gdns,mlPPB (mouse),mlPPB (mouse) Gdns,mlPPB (rat),mlPPB (rat) Gdns,mlPS (h3c),mlPS (h3c) Gdns,mlPS (m3c),mlPS (m3c) Gdns,"mlPapp (PGP,3c)","mlPapp (PGP,3c) Gdns","mlPapp (PGP,m3c)","mlPapp (PGP,m3c) Gdns",mlPhototox (2c),mlPhototox (2c) Gdns,mlSolubility (3c),mlSolubility (3c) Gdns,
11,A01B11,A01,B11,6.4,CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O,7,17,96,Gen-2,14.12,2.66,3.78,9.79,,0.67,,,,1,0.99,0,0.56,0.09,0.25,0.27,0.56,0.35,0.32,67.64,302.74,296.19,0,Acidic,-1,1,0,CC(=O)Nc1cccc(-c2ccc(S(=O)(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)[O-])cc2)c1,2.61,3.33,3,2.33,454.5,0.13,0.98,CC(Nc1cc(c2ccc(S(N[C@H](C(O)=O)Cc3ccc(O)cc3)(=O)=O)cc2)ccc1)=O,8,18,18,3,34,23,3,4,6,4,32,9,8,0,18,3,3,8,1,1.64,low,-,0.31,0.85,NULL,NEGATIVE,NEGATIVE,111.81,237.81,253.17,141.18,0.41,5.23,5.16,,674.05,655.07,0.13,435.09,-1,407.99,370.38,335.79,low (<= 5/50%),good,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),good,low (< 3.7),good,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),best,4.13,0.26,no flag,good,inactive (<= 5),fair,weak (<= 5),good,-0.12,fair,neg,poor,low,good,0.23,poor,1.13,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,medium (1-2),poor,1.87,best,medium (1-2),poor,1.94,poor,1.85,fair,high  (>= 80),good,low (< 40),poor,low (<= 50),best,low (<= 50),best,neg,best,high (>= 150 ug/ml),good,
12,A01B12,A01,B12,6,OC(=O)[C@H](Cc1ccc(O)cc1)NS(=O)(=O)c2ccc(cc2)c3cccc(F)c3,7,18,>98,,12.51,3.74,3.78,9.79,,0.68,,,,1,0.99,0,0.62,0.07,0.21,0.24,0.62,0.32,0.29,51.31,281.53,279.55,0,Acidic,-1,1,0,O=C([O-])[C@H](Cc1ccc(O)cc1)NS(=O)(=O)c1ccc(-c2cccc(F)c2)cc1,3.7,3.66,2.21,2.83,415.43,0.12,0.97,O=C([C@@H](NS(c1ccc(c2cc(F)ccc2)cc1)(=O)=O)Cc3ccc(O)cc3)O,6,18,18,3,31,21,2,3,5,3,29,8,6,0,18,3,3,7,1,1.58,low,-,0.46,0.87,NULL,NEGATIVE,NEGATIVE,87.39,195.88,195.22,112.07,0.54,4.73,4.67,,616.1,589.87,0.13,386.13,-1,366.94,332.84,295.66,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),fair,low (<= 5/50%),good,low (< 3.7),good,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),best,4.2,0.37,no flag,good,inactive (<= 5),good,weak (<= 5),good,0.49,fair,pos,poor,low,poor,0.14,fair,1.18,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,1.99,fair,high (>= 2),poor,2.22,fair,1.96,poor,high  (>= 80),good,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,good,high (>= 150 ug/ml),fair,
13,A01B13,A01,B13,Inactive,COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O,7,44,>98,,13.76,3.52,3.78,9.79,,0.61,,,,1,0.99,0,0.6,0.1,0.23,0.25,0.6,0.31,0.29,56.53,293.2,290.51,0,Acidic,-1,1,0,COc1ccccc1-c1ccc(S(=O)(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)[O-])cc1,3.58,3.42,2.4,2.59,427.47,0.16,0.96,COc1c(c2ccc(S(N[C@H](C(O)=O)Cc3ccc(O)cc3)(=O)=O)cc2)cccc1,7,18,18,3,32,22,3,3,6,3,30,8,7,0,18,3,3,8,1,1.6,low,-,0.44,0.86,NULL,NEGATIVE,NEGATIVE,94.33,201.91,206.76,121.31,0.51,4.68,4.56,,643.18,606.25,0.15,410.52,-1,384.84,349.73,316.58,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),fair,low (<= 5/50%),good,low (< 3.7),good,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.2,0.36,no flag,fair,inactive (<= 5),good,weak (<= 5),best,0.24,fair,pos,poor,low,fair,0.2,poor,1.18,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,1.99,fair,high (>= 2),poor,2.22,fair,2,fair,high  (>= 80),good,high  (>= 80),fair,low (<= 50),best,low (<= 50),best,neg,good,high (>= 150 ug/ml),good,
14,A01B14,A01,B14,4.6,OC(=O)[C@H](Cc1ccc(O)cc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Cl,7,26,>98,,12.2,4.2,3.78,9.79,,0.6,,,,1,0.99,0,0.62,0.07,0.21,0.23,0.62,0.31,0.28,51.31,290.12,287.5,0,Acidic,-1,1,0,O=C([O-])[C@H](Cc1ccc(O)cc1)NS(=O)(=O)c1ccc(-c2ccccc2Cl)cc1,4.14,3.32,2,2.48,431.89,0.16,0.96,O=C([C@@H](NS(c1ccc(c2c(Cl)cccc2)cc1)(=O)=O)Cc3ccc(O)cc3)O,6,18,18,3,31,21,2,3,5,3,29,8,6,0,18,3,3,7,1,1.59,low,-,0.48,0.83,NULL,NEGATIVE,NEGATIVE,87.32,195.88,196.9,112.07,0.52,4.6,4.53,,628.4,601.59,0.14,395.86,-1,374.82,341.42,305.26,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),good,low (< 3.7),good,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.25,0.41,no flag,good,inactive (<= 5),good,weak (<= 5),best,0.8,good,pos,poor,low,poor,0.15,fair,1.2,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),fair,2.07,good,high (>= 2),fair,2.21,good,2.1,fair,high  (>= 80),best,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,good,high (>= 150 ug/ml),fair,
15,A01B15,A01,B15,5.7,OC(=O)[C@H](Cc1ccc(O)cc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3F,7,20,>98,,12.52,3.74,3.78,9.79,,0.63,,,,1,0.99,0,0.62,0.07,0.21,0.24,0.62,0.32,0.29,51.31,281.79,279.44,0,Acidic,-1,1,0,O=C([O-])[C@H](Cc1ccc(O)cc1)NS(=O)(=O)c1ccc(-c2ccccc2F)cc1,3.7,3.66,2.21,2.83,415.43,0.15,0.96,O=C([C@@H](NS(c1ccc(c2c(F)cccc2)cc1)(=O)=O)Cc3ccc(O)cc3)O,6,18,18,3,31,21,2,3,5,3,29,8,6,0,18,3,3,7,1,1.58,low,-,0.46,0.83,NULL,NEGATIVE,NEGATIVE,87.25,195.88,199.05,112.07,0.54,4.6,4.49,,616.1,585.62,0.14,386.09,-1,366.69,333.1,299.09,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),good,low (< 3.7),good,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),best,4.19,0.36,no flag,good,inactive (<= 5),good,weak (<= 5),best,0.48,fair,pos,poor,low,poor,0.15,fair,1.19,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,1.98,good,high (>= 2),poor,2.2,fair,1.95,good,high  (>= 80),good,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,good,high (>= 150 ug/ml),good,
16,A01B16,A01,B16,3.8,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O,7,29,96,,14.4,3.87,3.78,9.79,,0.57,,,,1,0.98,0,0.58,0.13,0.23,0.23,0.58,0.3,0.28,56.51,307.82,308.48,0,Acidic,-1,1,0,CCOc1ccccc1-c1ccc(S(=O)(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)[O-])cc1,4.07,3.15,2.11,2.32,441.5,0.18,0.95,CCOc1c(c2ccc(S(N[C@H](C(O)=O)Cc3ccc(O)cc3)(=O)=O)cc2)cccc1,7,18,18,3,33,23,4,3,6,3,31,8,7,0,18,3,3,9,1,1.63,low,-,0.46,0.83,NULL,NEGATIVE,NEGATIVE,94.15,201.91,201.29,121.31,0.46,4.75,4.63,,667.96,640.87,0.15,427.16,-1,402.63,364.33,329.96,low (<= 5/50%),good,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),fair,low (<= 5/50%),good,low (< 3.7),good,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.21,0.34,no flag,good,inactive (<= 5),good,weak (<= 5),best,0.6,fair,neg,poor,low,poor,0.21,poor,1.15,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,2.05,good,high (>= 2),fair,2.3,fair,2.05,fair,high  (>= 80),good,high  (>= 80),fair,low (<= 50),good,low (<= 50),best,neg,good,high (>= 150 ug/ml),good,
17,A01B17,A01,B17,6.4,OCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O,7,14,>98,,14.15,2.93,3.78,9.79,,0.7,,,,1,0.99,0,0.6,0.1,0.23,0.27,0.6,0.36,0.33,60.93,287.26,279.92,0,Acidic,-1,1,0,O=C([O-])[C@H](Cc1ccc(O)cc1)NS(=O)(=O)c1ccc(-c2ccc(CO)cc2)cc1,2.58,3.52,2.89,2.52,427.47,0.11,0.96,O=C([C@@H](NS(c1ccc(c2ccc(CO)cc2)cc1)(=O)=O)Cc3ccc(O)cc3)O,7,18,18,3,32,22,3,4,6,4,30,8,7,0,18,3,3,8,1,1.6,low,-,0.33,0.81,NULL,NEGATIVE,NEGATIVE,104.12,231.38,253.61,132.3,0.44,4.98,4.91,,641.41,627.01,0.1,406.33,-1,384.04,348.19,312.81,low (<= 5/50%),best,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),good,low (< 3.7),good,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),best,4.2,0.36,no flag,good,inactive (<= 5),good,weak (<= 5),best,-0.15,fair,neg,poor,low,good,0.16,fair,1.11,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,medium (1-2),poor,1.81,poor,medium (1-2),poor,2,poor,1.8,fair,high  (>= 80),good,high  (>= 80),fair,low (<= 50),best,low (<= 50),best,neg,good,high (>= 150 ug/ml),good,
18,A01B18,A01,B18,7.6,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O,7,3,>98,Gen-1,13.75,4.94,3.78,9.79,,0.72,,,,1,0.99,0,0.58,0.16,0.19,0.21,0.58,0.29,0.26,51.31,318.79,321.1,0,Acidic,-1,1,0,CCCc1ccc(-c2ccc(S(=O)(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)[O-])cc2)cc1,5.03,2.89,2,2.06,439.52,0.1,0.96,CCCc1ccc(c2ccc(S(N[C@H](C(O)=O)Cc3ccc(O)cc3)(=O)=O)cc2)cc1,6,18,18,3,33,24,5,3,5,3,31,7,6,0,18,3,3,9,1,1.64,low,-,0.53,0.79,NULL,NEGATIVE,NEGATIVE,87.3,195.88,201.32,112.08,0.44,5.24,5.1,,676.05,659.25,0.09,431.3,-1,408.4,370.1,337.16,low (<= 5/50%),best,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),fair,low (<= 5/50%),good,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),good,low (< 17.8),fair,4.32,0.44,no flag,good,inactive (<= 5),best,weak (<= 5),best,1.25,fair,neg,poor,low,poor,0.22,fair,1.19,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),fair,2.17,fair,high (>= 2),fair,2.41,fair,2.22,good,high  (>= 80),good,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,good,high (>= 150 ug/ml),fair,
19,A01B19,A01,B19,7.5,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O,7,4,>98,Gen-3,13.1,4.48,3.78,9.79,,0.7,,,,1,0.99,0,0.6,0.13,0.2,0.22,0.6,0.3,0.27,51.31,304.35,304.7,0,Acidic,-1,1,0,CCc1ccc(-c2ccc(S(=O)(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)[O-])cc2)cc1,4.54,3.22,2,2.39,425.5,0.12,0.96,CCc1ccc(c2ccc(S(N[C@H](C(O)=O)Cc3ccc(O)cc3)(=O)=O)cc2)cc1,6,18,18,3,32,23,4,3,5,3,30,7,6,0,18,3,3,8,1,1.61,low,-,0.5,0.81,NULL,NEGATIVE,NEGATIVE,87.3,195.88,201.32,112.08,0.49,4.99,4.85,,651.27,632.2,0.1,413.88,-1,391.99,355.66,322.76,low (<= 5/50%),good,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),good,low (< 3.7),good,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.27,0.42,no flag,good,inactive (<= 5),good,weak (<= 5),best,0.9,fair,pos,poor,low,poor,0.18,fair,1.18,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),fair,2.1,fair,high (>= 2),fair,2.35,good,2.12,good,high  (>= 80),good,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,good,high (>= 150 ug/ml),fair,
20,A01B20,A01,B20,7,OC(=O)[C@H](Cc1ccc(O)cc1)NS(=O)(=O)c2ccc(cc2)c3ccc(OCc4ccccc4)c(F)c3,7,6,>98,,15.51,5.31,3.78,9.79,,0.8,,,,1,1,0,0.65,0.08,0.19,0.2,0.65,0.27,0.25,56.68,369.76,371.38,0,Acidic,-1,1,0,O=C([O-])[C@H](Cc1ccc(O)cc1)NS(=O)(=O)c1ccc(-c2ccc(OCc3ccccc3)c(F)c2)cc1,5.49,2.17,2,1.33,521.56,0.07,0.98,O=C([C@@H](NS(c1ccc(c2cc(F)c(OCc3ccccc3)cc2)cc1)(=O)=O)Cc4ccc(O)cc4)O,7,24,24,4,40,28,3,3,6,3,37,9,7,0,24,4,4,10,1,1.7,low,-,0.53,0.82,NULL,NEGATIVE,NEGATIVE,95.56,201.91,208.08,121.3,0.26,6.33,6.22,,756.19,747.65,0.07,490.32,-1,466.93,426.44,379.35,low (<= 5/50%),best,low (<= 5/50%),good,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),fair,low (< 3.7),poor,medium (5.6-30.5),poor,low (< 12),poor,low (< 17.8),fair,4.34,0.51,no flag,poor,inactive (<= 5),fair,weak (<= 5),good,1.49,fair,neg,good,low,poor,0.36,poor,1.14,poor,low (<= 3),poor,high (>10),poor,high (>3),poor,no (<= 2),poor,neg,best,high (>= 2),best,2.37,good,high (>= 2),good,2.46,fair,2.37,good,high  (>= 80),good,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,good,high (>= 150 ug/ml),poor,
21,A01B21,A01,B21,5.7,OC(=O)[C@H](Cc1ccc(O)cc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Oc4ccccc4,7,34,94,,14.69,5.1,3.78,9.79,,0.5,,,,1,0.98,0,0.69,0.06,0.2,0.21,0.69,0.28,0.26,56.25,349.6,346.02,0,Acidic,-1,1,0,O=C([O-])[C@H](Cc1ccc(O)cc1)NS(=O)(=O)c1ccc(-c2ccccc2Oc2ccccc2)cc1,4.72,2.24,2,1.41,489.54,0.21,0.88,O=C([C@@H](NS(c1ccc(c2c(Oc3ccccc3)cccc2)cc1)(=O)=O)Cc4ccc(O)cc4)O,7,24,24,4,38,27,2,3,6,3,35,8,7,0,24,4,4,9,1,1.66,low,-,0.49,0.83,NULL,NEGATIVE,NEGATIVE,94.12,201.91,207.75,121.3,0.3,4.87,4.77,,722.31,682.11,0.12,459.45,-1,440.14,405.86,361.52,low (<= 5/50%),best,low (<= 5/50%),good,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),good,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),fair,low (< 17.8),poor,4.33,0.49,no flag,poor,inactive (<= 5),fair,weak (<= 5),good,1.31,fair,neg,fair,low,poor,0.28,poor,1.12,fair,low (<= 3),poor,no (<= 2),poor,high (>3),poor,no (<= 2),poor,neg,best,high (>= 2),good,2.38,good,high (>= 2),good,2.39,fair,2.42,good,high  (>= 80),good,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,good,high (>= 150 ug/ml),poor,
22,A01B22,A01,B22,4.8,Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O,7,42,92,,12.15,4.51,3.78,9.79,,0.62,,,,1,0.99,0,0.6,0.13,0.2,0.23,0.6,0.3,0.27,51.31,303.68,300.51,0,Acidic,-1,1,0,Cc1cccc(C)c1-c1ccc(S(=O)(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)[O-])cc1,4.59,3.21,2,2.37,425.5,0.15,0.95,Cc1c(c2ccc(S(N[C@H](C(O)=O)Cc3ccc(O)cc3)(=O)=O)cc2)c(C)ccc1,6,18,18,3,32,23,4,3,5,3,30,7,6,0,18,3,3,7,1,1.6,low,-,0.5,0.78,NULL,NEGATIVE,NEGATIVE,87.37,195.88,190.07,112.08,0.52,4.62,4.5,,645.99,597.77,0.13,417.96,-1,387.88,354.99,332.02,low (<= 5/50%),good,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),good,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.26,0.41,no flag,good,inactive (<= 5),good,weak (<= 5),best,0.85,fair,pos,poor,low,poor,0.19,fair,1.2,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),fair,2.15,fair,high (>= 2),fair,2.38,fair,2.16,good,high  (>= 80),best,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,good,high (>= 150 ug/ml),fair,
23,A01B23,A01,B23,6.1,OC(=O)[C@H](Cc1ccc(O)cc1)NS(=O)(=O)c2ccc(cc2)c3ccc4OCOc4c3,7,15,>98,Gen-6,12.81,3.31,3.78,9.79,,0.69,,,,1,0.99,0,0.58,0.1,0.26,0.28,0.58,0.32,0.33,62.91,287.81,277.93,0,Acidic,-1,1,0,O=C([O-])[C@H](Cc1ccc(O)cc1)NS(=O)(=O)c1ccc(-c2ccc3c(c2)OCO3)cc1,3.56,3.43,2.58,2.6,441.45,0.12,0.97,O=C([C@@H](NS(c1ccc(c2cc3c(OCO3)cc2)cc1)(=O)=O)Cc4ccc(O)cc4)O,8,18,18,3,34,22,3,3,7,3,31,9,8,1,18,3,4,7,1,1.6,low,-,0.41,0.83,NULL,NEGATIVE,NEGATIVE,106.34,207.94,253.4,130.54,0.51,5.03,4.98,,640.48,618.59,0.12,400.83,-1,384.27,350.73,312.47,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),fair,low (< 3.7),good,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),best,4.21,0.37,no flag,poor,inactive (<= 5),good,weak (<= 5),best,0.19,fair,neg,poor,low,good,0.25,poor,1.14,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,1.98,good,high (>= 2),poor,2.18,fair,2.02,fair,high  (>= 80),good,high  (>= 80),fair,low (<= 50),best,low (<= 50),best,neg,good,high (>= 150 ug/ml),fair,
24,A01B24,A01,B24,5.2,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O,7,38,97,,14.74,3.51,3.78,9.79,,0.67,,,,1,0.99,0,0.56,0.12,0.25,0.25,0.56,0.31,0.29,61.93,310.4,307.59,0,Acidic,-1,1,0,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)[O-])cc2)c(OC)c1,3.66,3.22,2.41,2.38,457.5,0.13,0.97,COc1cc(OC)c(c2ccc(S(N[C@H](C(O)=O)Cc3ccc(O)cc3)(=O)=O)cc2)cc1,8,18,18,3,34,23,4,3,7,3,32,9,8,0,18,3,3,9,1,1.64,low,-,0.42,0.83,NULL,NEGATIVE,NEGATIVE,102.82,207.94,228.62,130.54,0.45,5.02,4.94,,679.37,647.42,0.13,445.92,-1,410.42,372.33,339.22,low (<= 5/50%),good,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),fair,low (<= 5/50%),fair,low (< 3.7),good,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.24,0.38,no flag,fair,inactive (<= 5),good,weak (<= 5),best,0.26,fair,neg,fair,low,good,0.22,poor,1.19,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,1.97,fair,high (>= 2),poor,2.19,fair,2,fair,high  (>= 80),good,high  (>= 80),fair,low (<= 50),best,low (<= 50),best,neg,good,high (>= 150 ug/ml),good,
25,A01B25,A01,B25,7.4,OC(=O)[C@H](Cc1ccc(O)cc1)NS(=O)(=O)c2ccc(cc2)c3ccc(OC(F)(F)F)cc3,7,2,>98,,13.83,5.66,3.78,9.79,,0.79,,,,1,1,0,0.55,0.09,0.21,0.23,0.55,0.3,0.28,56.71,311.2,312.26,0,Acidic,-1,1,0,O=C([O-])[C@H](Cc1ccc(O)cc1)NS(=O)(=O)c1ccc(-c2ccc(OC(F)(F)F)cc2)cc1,4.55,2.3,2,1.47,481.44,0.08,0.98,O=C([C@@H](NS(c1ccc(c2ccc(OC(F)(F)F)cc2)cc1)(=O)=O)Cc3ccc(O)cc3)O,7,18,18,3,35,22,3,3,6,3,33,11,7,0,18,3,3,9,1,1.64,low,-,0.48,0.81,NULL,NEGATIVE,NEGATIVE,95.81,201.91,218.03,121.3,0.36,5.49,5.58,,664.7,663.06,0.09,436.09,-1,408.07,367.91,332.36,low (<= 5/50%),good,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),fair,low (<= 5/50%),good,low (< 3.7),good,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.36,0.47,no flag,good,inactive (<= 5),good,weak (<= 5),fair,1.17,fair,neg,fair,low,poor,0.18,fair,1.15,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),fair,2.11,good,high (>= 2),fair,2.34,good,2.08,fair,high  (>= 80),poor,high  (>= 80),fair,low (<= 50),good,low (<= 50),best,neg,good,high (>= 150 ug/ml),fair,
